Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,61.590000,61.709999,59.730000,60.139999,55.554752,21286200
2021-01-05,60.349998,62.000000,60.020000,61.700001,56.995811,20213100
2021-01-06,64.489998,66.599998,63.950001,65.250000,60.275154,38106600
2021-01-07,67.070000,68.099998,66.010002,66.019997,60.986439,24161000
2021-01-08,66.209999,66.209999,64.339996,65.370003,60.386002,20747800
2021-01-11,64.580002,66.620003,64.330002,66.440002,61.374428,20454000
2021-01-12,67.489998,67.739998,66.239998,66.669998,61.586880,20162800
2021-01-13,67.000000,67.220001,65.989998,66.860001,61.762402,18541900
2021-01-14,67.519997,69.430000,67.169998,69.010002,63.748470,29108900
2021-01-15,67.370003,67.650002,64.089996,64.230003,59.332924,38295300
2021-01-19,65.199997,65.250000,62.910000,63.689999,58.834084,27022400
2021-01-20,63.750000,63.820000,62.840000,63.250000,58.427639,17448900
2021-01-21,63.209999,63.340000,61.740002,61.869999,57.152851,19394600
2021-01-22,60.939999,61.830002,60.189999,61.330002,56.654022,24740400
2021-01-25,60.669998,60.770000,59.169998,60.560001,55.942730,25754100
2021-01-26,61.200001,61.240002,60.090000,60.910000,56.266045,18760900
2021-01-27,59.900002,60.000000,58.529999,59.400002,54.871178,24657200
2021-01-28,60.150002,61.060001,59.630001,60.340000,55.739498,19986200
2021-01-29,59.959999,60.200001,57.689999,57.990002,54.025307,27078300
2021-02-01,58.660000,58.669998,57.400002,58.430000,54.435219,16073000
2021-02-02,59.599998,60.250000,59.299999,59.580002,55.506599,18693400
2021-02-03,59.410000,61.150002,59.320000,61.099998,56.922672,18730600
2021-02-04,61.570000,62.630001,61.419998,62.410000,58.143120,16612900
2021-02-05,62.990002,63.080002,62.070000,62.580002,58.301495,13493800
2021-02-08,63.090000,63.709999,62.849998,63.650002,59.298336,15055400
2021-02-09,63.700001,63.869999,62.520000,63.119999,58.804565,12336900
2021-02-10,63.480000,63.990002,62.980000,63.619999,59.270386,12680700
2021-02-11,63.599998,63.869999,61.930000,63.200001,58.879105,12108300
2021-02-12,62.919998,64.019997,62.889999,63.630001,59.279705,12174600
2021-02-16,64.919998,65.070000,63.840000,64.120003,59.736206,19065400
2021-02-17,63.799999,64.910004,63.450001,64.760002,60.332443,20279600
2021-02-18,64.300003,64.550003,63.090000,63.480000,59.139961,14833200
2021-02-19,64.160004,65.989998,64.050003,65.779999,61.282703,20456200
2021-02-22,65.400002,66.900002,65.290001,65.519997,61.040478,23120700
2021-02-23,65.589996,66.919998,64.860001,66.739998,62.177074,26712100
2021-02-24,67.169998,68.680000,67.000000,68.599998,63.909901,20752900
2021-02-25,69.040001,69.379997,66.889999,67.410004,62.801277,25206100
2021-02-26,66.779999,67.599998,65.540001,65.879997,61.375877,24182200
2021-03-01,68.489998,69.989998,67.980003,69.540001,64.785637,28054600
2021-03-02,69.190002,69.989998,68.849998,68.910004,64.198723,19200600
2021-03-03,69.489998,71.489998,69.300003,70.379997,65.568214,25157600
2021-03-04,70.180000,71.779999,67.889999,69.809998,65.037186,28518400
2021-03-05,70.839996,71.269997,68.440002,70.230003,65.428474,25406800
2021-03-08,71.070000,72.839996,70.860001,72.220001,67.282417,27351100
2021-03-09,70.910004,72.489998,70.040001,70.989998,66.136505,24194900
2021-03-10,71.290001,73.879997,71.199997,73.750000,68.707802,21331100
2021-03-11,73.480003,74.279999,72.550003,73.309998,68.297890,17499200
2021-03-12,74.419998,75.250000,74.099998,75.180000,70.040039,17210600
2021-03-15,75.510002,75.589996,73.279999,74.220001,69.145683,18918100
2021-03-16,73.519997,73.629997,72.320000,73.330002,68.316536,15834800
2021-03-17,73.930000,74.339996,72.739998,73.599998,68.568062,19337500
2021-03-18,74.430000,76.129997,73.449997,73.839996,68.791656,23857900
2021-03-19,73.199997,73.580002,71.519997,73.010002,68.018410,24079400
2021-03-22,72.290001,72.599998,71.639999,71.959999,67.040192,15040000
2021-03-23,71.300003,72.639999,70.510002,70.910004,66.061974,16238700
2021-03-24,71.690002,72.480003,70.059998,70.080002,65.288727,17089600
2021-03-25,69.830002,71.919998,69.150002,71.720001,66.816605,18357300
2021-03-26,72.570000,73.239998,72.000000,73.019997,68.027725,15716600
2021-03-29,71.550003,72.150002,70.370003,71.580002,66.686172,17822300
2021-03-30,72.000000,73.220001,72.000000,72.959999,67.971825,15615900
2021-03-31,72.709999,73.830002,72.459999,72.750000,67.776176,15224800
2021-04-01,72.220001,73.290001,72.220001,73.139999,68.139511,15251300
2021-04-05,74.070000,74.339996,72.440002,72.750000,67.776176,16128400
2021-04-06,72.360001,73.070000,72.050003,72.599998,67.636436,12908400
2021-04-07,72.919998,73.120003,71.949997,72.690002,67.720291,14081400
2021-04-08,72.150002,72.529999,71.080002,72.330002,67.384895,13677100
2021-04-09,72.809998,73.010002,72.010002,72.419998,67.468735,14586400
2021-04-12,72.620003,72.800003,72.139999,72.690002,67.720291,12002400
2021-04-13,72.300003,72.419998,71.070000,72.059998,67.133347,16150000
2021-04-14,71.739998,73.290001,71.379997,72.910004,67.925247,19476600
2021-04-15,74.449997,74.730003,71.760002,72.540001,67.580536,31333400
2021-04-16,73.320000,73.570000,71.690002,72.449997,67.496689,28478400
2021-04-19,72.709999,72.830002,71.949997,72.129997,67.198570,19964800
2021-04-20,71.550003,71.550003,69.269997,69.790001,65.018555,22013000
2021-04-21,69.129997,70.709999,68.410004,70.650002,65.819763,16334800
2021-04-22,70.430000,70.750000,69.669998,69.809998,65.037186,16037600
2021-04-23,69.839996,71.540001,69.510002,71.379997,66.499847,18876100
2021-04-26,71.730003,72.809998,71.610001,72.199997,67.263771,13098600
2021-04-27,72.500000,73.099998,72.360001,72.989998,67.999771,13357500
2021-04-28,73.370003,73.639999,72.730003,72.910004,67.925247,14420400
2021-04-29,73.760002,74.019997,72.879997,73.839996,68.791656,20628400
2021-04-30,72.690002,72.739998,71.089996,71.239998,66.831001,23669300
2021-05-03,72.019997,72.440002,71.389999,71.709999,67.271912,16026100
2021-05-04,71.239998,72.400002,70.629997,72.330002,67.853546,23071400
2021-05-05,72.610001,73.809998,71.779999,73.709999,69.148140,19427200
2021-05-06,73.639999,74.940002,73.419998,74.779999,70.151917,19621800
2021-05-07,73.430000,75.110001,73.220001,75.080002,70.433350,16937400
2021-05-10,75.360001,76.839996,75.110001,75.129997,70.480255,19628200
2021-05-11,74.500000,75.570000,73.910004,74.870003,70.236351,21534800
2021-05-12,75.940002,76.400002,73.900002,74.230003,69.635956,19791300
2021-05-13,73.879997,75.879997,73.800003,75.290001,70.630356,18622300
2021-05-14,75.680000,76.769997,75.660004,76.559998,71.821754,14122700
2021-05-17,76.330002,77.470001,76.099998,77.419998,72.628532,14676300
2021-05-18,77.379997,77.690002,76.570000,76.620003,71.878052,13729600
2021-05-19,75.620003,76.650002,74.720001,76.459999,71.727943,23283600
2021-05-20,76.169998,76.639999,75.360001,76.199997,71.484032,15244300
2021-05-21,76.500000,77.809998,76.410004,77.650002,72.844307,18544500
2021-05-24,77.830002,78.360001,77.470001,78.029999,73.200783,16750200
2021-05-25,78.199997,79.279999,77.190002,77.279999,72.497185,20015800
2021-05-26,77.209999,77.900002,76.680000,77.519997,72.722343,15243400
2021-05-27,78.519997,79.110001,77.949997,78.760002,73.885597,17467000
2021-05-28,78.660004,78.970001,77.910004,78.709999,73.838692,14392800
2021-06-01,79.489998,80.089996,79.339996,79.760002,74.823715,15450500
2021-06-02,80.099998,80.290001,79.379997,79.860001,74.917526,15285600
2021-06-03,79.709999,80.290001,79.419998,79.629997,74.701759,22255800
2021-06-04,79.690002,79.870003,78.809998,79.489998,74.570412,13807000
2021-06-07,79.620003,79.650002,79.019997,79.309998,74.401558,12670100
2021-06-08,78.300003,79.419998,77.709999,79.080002,74.185806,15399100
2021-06-09,78.669998,78.779999,77.760002,78.139999,73.303970,13778400
2021-06-10,79.040001,79.290001,76.830002,76.889999,72.131317,15277400
2021-06-11,77.000000,77.190002,76.099998,76.480003,71.746704,18043500
2021-06-14,76.610001,76.769997,74.669998,75.160004,70.508400,18304400
2021-06-15,75.050003,75.339996,73.250000,73.820000,69.251335,25191700
2021-06-16,72.750000,73.000000,70.150002,71.459999,67.037392,53319800
2021-06-17,72.580002,72.610001,68.160004,68.860001,64.598305,48523000
2021-06-18,68.480003,68.750000,67.129997,67.610001,63.425667,44582900
2021-06-21,68.440002,69.089996,67.879997,68.449997,64.213684,30266600
2021-06-22,68.900002,69.410004,67.769997,68.959999,64.692116,21564600
2021-06-23,69.360001,70.050003,69.080002,69.650002,65.339401,19672700
2021-06-24,70.330002,71.669998,69.949997,71.320000,66.906052,23900400
2021-06-25,71.449997,71.849998,69.860001,71.550003,67.121834,26727400
2021-06-28,71.320000,71.669998,70.459999,71.510002,67.084305,17660900
2021-06-29,70.139999,71.599998,69.580002,69.680000,65.367561,28696900
2021-06-30,69.680000,70.809998,69.419998,70.750000,66.371330,18502300
2021-07-01,71.080002,71.209999,70.449997,71.010002,66.615234,12584800
2021-07-02,71.010002,71.120003,70.110001,70.410004,66.052368,13222700
2021-07-06,70.110001,70.190002,67.860001,68.209999,63.988529,24672200
2021-07-07,67.709999,68.370003,67.260002,67.930000,63.725861,19342700
2021-07-08,66.400002,67.139999,65.750000,66.730003,62.600136,24763600
2021-07-09,68.110001,68.519997,67.639999,68.449997,64.213684,18872600
2021-07-12,67.669998,69.589996,67.300003,69.440002,65.142410,19600600
2021-07-13,69.080002,69.480003,68.019997,68.370003,64.138634,18962400
2021-07-14,69.989998,70.779999,67.449997,68.169998,63.951004,36287800
2021-07-15,67.540001,69.040001,67.440002,68.449997,64.213684,18897200
2021-07-16,68.709999,68.760002,66.419998,66.900002,62.759605,19289000
2021-07-19,65.459999,66.070000,64.360001,65.080002,61.052242,33318600
2021-07-20,65.180000,66.779999,64.779999,66.290001,62.187359,20577900
2021-07-21,67.010002,68.250000,66.930000,67.889999,63.688335,23393200
2021-07-22,67.750000,67.790001,66.410004,66.930000,62.787750,16524900
2021-07-23,67.500000,67.760002,66.519997,66.709999,62.581364,13443300
2021-07-26,66.459999,67.839996,66.459999,67.769997,63.575756,16434000
2021-07-27,67.080002,68.400002,66.779999,67.980003,63.772778,17127700
2021-07-28,68.320000,68.610001,67.489998,68.099998,63.885338,20275900
