Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,375.309998,375.450012,364.820007,368.790009,356.767120,110210800
2021-01-05,368.100006,372.500000,368.049988,371.329987,359.224304,66426200
2021-01-06,369.709991,376.980011,369.119995,373.549988,361.371948,107997700
2021-01-07,376.100006,379.899994,375.910004,379.100006,366.740997,68766800
2021-01-08,380.589996,381.489990,377.100006,381.260010,368.830566,71677200
2021-01-11,377.850006,380.579987,377.720001,378.690002,366.344360,51034700
2021-01-12,378.890015,379.859985,376.359985,378.769989,366.421722,52547700
2021-01-13,378.690002,380.859985,377.850006,379.790009,367.408539,45303600
2021-01-14,380.589996,381.130005,378.100006,378.459991,366.121857,49989100
2021-01-15,376.720001,377.579987,373.700012,375.700012,363.451843,107160000
2021-01-19,378.339996,379.230011,376.750000,378.649994,366.305695,51233300
2021-01-20,381.109985,384.790009,380.690002,383.890015,371.374908,61836100
2021-01-21,384.489990,384.950012,383.250000,384.239990,371.713440,47840100
2021-01-22,382.250000,384.130005,381.839996,382.880005,370.397736,52860500
2021-01-25,383.670013,384.769989,378.459991,384.390015,371.858582,70402000
2021-01-26,385.410004,385.850006,383.540009,383.790009,371.278107,42665300
2021-01-27,380.220001,380.320007,372.010010,374.410004,362.203888,123351100
2021-01-28,376.359985,381.929993,375.890015,377.630005,365.318939,94198100
2021-01-29,375.630005,376.670013,368.269989,370.070007,358.005432,126765100
2021-02-01,373.720001,377.339996,370.380005,376.230011,363.964600,75817600
2021-02-02,379.649994,383.220001,376.320007,381.549988,369.111176,64450700
2021-02-03,382.440002,383.700012,380.480011,381.850006,369.401337,52427100
2021-02-04,382.959991,386.239990,381.970001,386.190002,373.599884,47142600
2021-02-05,388.200012,388.470001,386.140015,387.709991,375.070313,48669800
2021-02-08,389.269989,390.559998,388.350006,390.510010,377.779053,38365200
2021-02-09,389.609985,390.890015,389.170013,390.250000,377.527527,35551100
2021-02-10,392.119995,392.279999,387.500000,390.079987,377.363037,59154400
2021-02-11,391.239990,391.690002,388.100006,390.709991,377.972504,42913300
2021-02-12,389.850006,392.899994,389.769989,392.640015,379.839630,50593300
2021-02-16,393.959991,394.170013,391.529999,392.299988,379.510681,50972400
2021-02-17,390.420013,392.660004,389.329987,392.390015,379.597748,52290600
2021-02-18,389.589996,391.519989,387.739990,390.720001,377.982178,59712800
