as_of,B00670,B00739,B00810,B00838,B05548,B05754,B06390,B07260,B08348,B08441,B08489,B08495,B09419,B11317,B11780,B14078,B14771,B15191,B15503,B16441,B16476,B17301,B17945,B17949,B18527,B18618,B18691,B19390,B19480,B20591,B20796,B21691,B21717,B21793,B21967,B22099,B22102,B22198,B22568,B22672,B23377,B23749,B23827,B23868,B24063,B24413,B24848,B24891,B25164,B25810
2001-11-09,18.9391,94.0348,10.5699,9.55004,27.2397,14.2146,13.8549,12.2198,101.85,19.4939,83.3714,26.3085,113.93,6.81,29.0635,12.9857,35.7855,17.2064,44.9695,168.41,12.6073,24.7519,10.2012,16.0213,7.64225,82.1459,18.7607,19.1017,22.0178,18.7332,33.8565,14.6009,24.3552,92.6112,9.08637,171.407,152.442,14.8476,16.6508,15.7181,19.7509,11.0173,37.7632,37.2106,13.6902,21.2294,15.6617,13.243,6.70612,16.1961
2001-11-10,18.9391,94.0348,10.5699,9.55004,27.2397,14.2146,13.8549,12.2198,101.85,19.4939,83.3714,26.3085,113.93,6.81,29.0635,12.9857,35.7855,17.2064,44.9695,168.41,12.6073,24.7519,10.2012,16.0213,7.64225,82.1459,18.7607,19.1017,22.0178,18.7332,33.8565,14.6009,24.3552,92.6112,9.08637,171.407,152.442,14.8476,16.6508,15.7181,19.7509,11.0173,37.7632,37.2106,13.6902,21.2294,15.6617,13.243,6.70612,16.1961
2001-11-11,18.9391,94.0348,10.5699,9.55004,27.2397,14.2146,13.8549,12.2198,101.85,19.4939,83.3714,26.3085,113.93,6.81,29.0635,12.9857,35.7855,17.2064,44.9695,168.41,12.6073,24.7519,10.2012,16.0213,7.64225,82.1459,18.7607,19.1017,22.0178,18.7332,33.8565,14.6009,24.3552,92.6112,9.08637,171.407,152.442,14.8476,16.6508,15.7181,19.7509,11.0173,37.7632,37.2106,13.6902,21.2294,15.6617,13.243,6.70612,16.1961
2001-11-12,18.9391,94.088,10.5927,9.57006,27.1892,14.2797,13.9253,12.2371,102.015,19.2017,83.3184,26.3161,114.053,6.77,29.0674,12.969,35.846,17.2085,44.9695,168.41,12.5658,24.8907,10.2599,16.0232,7.5315,82.0224,18.7638,19.104,22.1532,18.7332,33.8753,14.384,24.3918,92.2547,9.05178,171.826,152.563,14.8503,16.6508,15.6898,19.7509,11.0173,37.7435,37.2232,13.7399,21.301,15.7028,13.2964,6.68533,16.1961
2001-11-13,18.9391,93.822,10.661,9.69019,27.6937,14.5399,14.197,12.3062,102.631,19.3359,83.2655,26.4675,115.159,6.7,29.0319,13.103,35.9066,17.1437,46.0518,167.91,12.7839,25.2029,10.4507,16.0104,7.61205,83.9371,18.714,19.0672,22.3938,19.1502,33.9882,14.5175,24.7398,93.8591,9.17862,173.449,153.714,14.8063,16.6744,15.7889,20.0424,11.0426,38.4157,37.193,13.9884,21.5014,15.9763,13.47,6.7789,16.3916
2001-11-14,18.9391,93.3962,10.718,9.76026,27.7567,14.67,14.3278,12.3754,103.097,19.3517,83.1494,26.3549,114.053,6.73,28.957,13.036,36.0277,17.0809,46.455,167.146,12.8981,25.3243,10.5534,15.9682,7.64225,83.9988,18.6817,19.0044,22.5291,19.2991,34.0635,14.6009,24.7764,94.7505,9.31699,173.03,154.865,14.7469,16.7689,15.8173,20.2975,11.1061,38.5541,37.1286,14.0008,21.6016,16.0174,13.5634,6.86208,16.3183
2001-11-15,18.9391,92.6512,10.7521,9.82033,27.7819,14.5182,14.2373,12.3754,103.117,19.4939,82.7807,26.3141,113.439,6.79,28.8231,13.0192,36.1488,16.8863,46.5611,165.459,12.815,25.5845,10.4801,15.9114,7.76308,83.8753,18.579,18.9026,22.7698,19.3289,34.0447,14.7177,24.6848,94.5722,9.34006,171.617,156.077,14.6096,16.7925,15.9305,20.1153,11.1442,38.5343,36.9954,13.9014,21.7877,15.949,13.7103,6.92446,16.2694
2001-11-16,18.9391,92.2786,10.8205,9.82033,27.6937,14.5616,14.2775,12.4445,103.285,19.6203,82.4121,26.0812,112.455,6.79,28.7166,12.9187,36.2699,16.7631,46.2853,164.486,12.7735,25.5845,10.5241,15.8437,7.82349,83.6283,18.5524,18.7793,22.7698,19.314,33.8188,14.8346,24.7398,94.3939,9.36312,171.407,156.622,14.54,16.7925,16.0013,20.1882,11.1442,38.4355,36.8623,13.9138,21.7161,15.9353,13.6836,6.95565,16.1961
2001-11-17,18.9391,92.2786,10.8205,9.82033,27.6937,14.5616,14.2775,12.4445,103.285,19.6203,82.4121,26.0812,112.455,6.79,28.7166,12.9187,36.2699,16.7631,46.2853,164.486,12.7735,25.5845,10.5241,15.8437,7.82349,83.6283,18.5524,18.7793,22.7698,19.314,33.8188,14.8346,24.7398,94.3939,9.36312,171.407,156.622,14.54,16.7925,16.0013,20.1882,11.1442,38.4355,36.8623,13.9138,21.7161,15.9353,13.6836,6.95565,16.1961
2001-11-18,18.9391,92.2786,10.8205,9.82033,27.6937,14.5616,14.2775,12.4445,103.285,19.6203,82.4121,26.0812,112.455,6.79,28.7166,12.9187,36.2699,16.7631,46.2853,164.486,12.7735,25.5845,10.5241,15.8437,7.82349,83.6283,18.5524,18.7793,22.7698,19.314,33.8188,14.8346,24.7398,94.3939,9.36312,171.407,156.622,14.54,16.7925,16.0013,20.1882,11.1442,38.4355,36.8623,13.9138,21.7161,15.9353,13.6836,6.95565,16.1961
2001-11-19,18.9391,93.0769,10.866,9.95046,27.9963,14.7459,14.4888,12.5136,103.305,19.7703,82.2961,26.1842,112.578,6.84,28.6417,12.9354,36.2699,16.895,46.9644,165.568,12.9501,25.6019,10.6709,15.8162,7.90404,84.9871,18.6081,18.7816,22.7698,19.5522,34.0447,14.8512,24.9778,95.7309,9.51302,172.297,157.289,14.6671,16.8161,16.0297,20.4432,11.1696,38.8507,36.8065,14.1002,21.7161,16.1268,13.6702,7.04923,16.245
2001-11-20,18.9391,92.598,10.8319,9.84035,27.7945,14.7134,14.3681,12.5311,103.026,19.6124,82.1169,26.1671,112.824,6.86,28.5865,12.969,36.2093,16.8323,46.6248,164.936,12.9189,25.4631,10.5828,15.7888,7.82349,84.1224,18.576,18.7449,22.6645,19.3438,34.007,14.7344,24.868,95.0179,9.40924,172.507,157.228,14.6233,16.8161,15.973,20.3704,11.1823,38.6134,36.7421,14.0008,21.6159,16.0447,13.6168,6.96605,16.245
2001-11-21,18.9391,92.2786,10.8205,9.81032,27.6684,14.6158,14.3077,12.5311,102.896,19.5808,81.8114,26.1738,112.824,6.85,28.4958,12.969,36.2093,16.7696,46.455,164.332,12.8566,25.5845,10.5388,15.7338,7.76308,83.69,18.547,18.6456,22.7698,19.2544,33.8941,14.6343,24.7031,95.0179,9.40924,171.826,157.47,14.5822,16.8161,15.9022,20.2246,11.195,38.3959,36.609,13.9387,21.7305,15.99,13.6836,6.96605,16.245
2001-11-22,18.9391,92.2786,10.8205,9.81032,27.6684,14.6158,14.3077,12.5311,102.914,19.5808,81.8217,26.1805,112.824,6.85,28.4958,12.969,36.2093,16.7696,46.455,164.332,12.8566,25.5845,10.5388,15.7338,7.76308,83.69,18.547,18.6456,22.7698,19.2544,33.8941,14.6343,24.7031,95.0179,9.40924,171.826,157.47,14.5822,16.8161,15.9022,20.2246,11.195,38.3959,36.609,13.9387,21.7305,15.99,13.6836,6.96605,16.245
2001-11-23,18.9391,92.119,10.8774,9.8904,27.9963,14.8218,14.5089,12.566,103.083,19.5887,81.8321,26.235,113.562,6.83,28.5073,13.0025,36.2093,16.7112,47.0705,164.15,13.0747,25.7059,10.6855,15.7397,7.81342,84.74,18.5209,18.6529,22.875,19.448,33.9694,14.6176,25.0145,95.8201,9.62833,173.92,158.379,14.5592,16.8161,16.0155,20.4432,11.195,38.8309,36.6176,14.1002,21.8164,16.1405,13.7637,7.12201,16.2939
2001-11-24,18.9391,92.119,10.8774,9.8904,27.9963,14.8218,14.5089,12.566,103.083,19.5887,81.8321,26.235,113.562,6.83,28.5073,13.0025,36.2093,16.7112,47.0705,164.15,13.0747,25.7059,10.6855,15.7397,7.81342,84.74,18.5209,18.6529,22.875,19.448,33.9694,14.6176,25.0145,95.8201,9.62833,173.92,158.379,14.5592,16.8161,16.0155,20.4432,11.195,38.8309,36.6176,14.1002,21.8164,16.1405,13.7637,7.12201,16.2939
2001-11-25,18.9391,92.119,10.8774,9.8904,27.9963,14.8218,14.5089,12.566,103.083,19.5887,81.8321,26.235,113.562,6.83,28.5073,13.0025,36.2093,16.7112,47.0705,164.15,13.0747,25.7059,10.6855,15.7397,7.81342,84.74,18.5209,18.6529,22.875,19.448,33.9694,14.6176,25.0145,95.8201,9.62833,173.92,158.379,14.5592,16.8161,16.0155,20.4432,11.195,38.8309,36.6176,14.1002,21.8164,16.1405,13.7637,7.12201,16.2939
2001-11-26,18.9391,92.0658,10.923,9.91042,28.1603,14.876,14.6297,12.6358,103.103,19.7388,81.7792,26.4816,114.791,6.96,28.4718,13.1365,36.2093,16.7134,47.792,164.177,13.2304,25.6539,10.7443,15.7269,7.90404,85.9135,18.524,18.6553,22.845,19.6565,34.1011,14.8012,25.2159,96.8006,9.81282,173.92,158.137,14.5775,16.8397,16.0438,20.5161,11.2076,39.0681,36.6302,14.2617,21.7734,16.2909,13.7503,7.27796,16.4404
2001-11-27,18.9391,92.3319,10.9116,9.85036,27.9585,14.8543,14.6397,12.6184,103.421,19.5492,81.6633,26.4402,114.176,6.99,28.3969,13.103,36.391,16.7155,47.5374,164.732,13.1785,25.5672,10.7296,15.6993,7.83356,85.2959,18.5448,18.6447,22.7848,19.5522,34.1388,14.6677,25.2159,96.6223,9.75517,174.653,158.379,14.6735,16.9106,16.0721,20.5161,11.233,38.8309,36.5313,14.2493,21.7161,16.2499,13.7236,7.23637,16.3916
2001-11-28,18.9391,92.425,10.8774,9.81032,27.4541,14.6158,14.3882,12.6009,103.291,19.2806,81.6736,26.2549,113.562,6.89,28.4008,13.036,36.4515,16.7177,46.7946,164.759,12.9708,25.6366,10.5681,15.6864,7.75301,83.5665,18.5303,18.6602,22.8149,19.1948,33.9129,14.5175,24.813,95.1961,9.48996,172.507,158.137,14.6452,16.9578,15.9447,20.2246,11.2229,38.1784,36.5012,14.0256,21.7448,16.0311,13.737,7.04923,16.3183
2001-11-29,18.9391,93.1207,10.9002,9.92043,27.7441,14.8652,14.6699,12.6009,103.311,19.3359,81.7469,26.1416,113.07,6.85,28.444,12.9857,36.5121,16.8496,47.1766,166.236,12.867,25.7059,10.803,15.703,7.74294,84.5547,18.6219,18.6756,22.9202,19.314,34.1199,14.4841,25.1243,95.9983,9.39771,174.549,159.833,14.7568,17.0051,16.0155,20.5161,11.2357,38.5405,36.5399,14.2368,21.845,16.2499,13.8171,6.98684,16.245
2001-11-30,21.2705,92.9067,10.9116,9.99051,27.7189,14.8977,14.6297,12.6009,103.194,19.4939,81.8709,26.2512,113.193,6.92,28.4675,13.0857,36.8366,16.8669,47.3039,166.268,13.002,25.7233,10.7296,15.7233,7.79329,84.6782,18.6485,18.6948,22.875,19.2991,34.1011,14.6343,25.106,95.7309,9.48996,175.281,159.349,14.7522,17.0169,16.0438,20.4432,11.2485,38.4811,36.5784,14.1126,21.802,16.1131,13.777,7.04923,16.2694
2001-12-01,21.2705,92.9067,10.9116,9.99051,27.7189,14.8977,14.6297,12.6009,103.194,19.4939,81.8709,26.2512,113.193,6.92,28.4675,13.0857,36.8366,16.8669,47.3039,166.268,13.002,25.7233,10.7296,15.7233,7.79329,84.6782,18.6485,18.6948,22.875,19.2991,34.1011,14.6343,25.106,95.7309,9.48996,175.281,159.349,14.7522,17.0169,16.0438,20.4432,11.2485,38.4811,36.5784,14.1126,21.802,16.1131,13.777,7.04923,16.2694
2001-12-02,21.2705,92.9067,10.9116,9.99051,27.7189,14.8977,14.6297,12.6009,103.194,19.4939,81.8709,26.2512,113.193,6.92,28.4675,13.0857,36.8366,16.8669,47.3039,166.268,13.002,25.7233,10.7296,15.7233,7.79329,84.6782,18.6485,18.6948,22.875,19.2991,34.1011,14.6343,25.106,95.7309,9.48996,175.281,159.349,14.7522,17.0169,16.0438,20.4432,11.2485,38.4811,36.5784,14.1126,21.802,16.1131,13.777,7.04923,16.2694
2001-12-03,21.2705,93.0137,10.9116,9.94045,27.4919,14.8001,14.5089,12.6882,103.063,19.2569,81.8178,26.548,114.913,6.82,28.4589,13.2379,36.8978,16.9342,46.7097,166.48,13.0643,25.6366,10.6415,15.7251,7.6926,83.7518,18.6693,18.6971,22.7698,19.1502,34.0447,14.4675,25.0145,95.1516,9.6168,174.758,158.743,14.7392,17.0169,16.0013,20.3704,11.2485,38.1844,36.5902,14.0381,21.7018,16.0447,13.737,7.1324,16.4649
2001-12-04,21.2705,93.2278,11.0141,10.0606,27.8576,15.1471,14.851,12.7754,103.382,19.4465,81.9553,26.6513,115.159,6.85,28.5021,13.2717,36.8366,16.9363,47.3251,166.904,13.1474,25.8967,10.891,15.7418,7.76308,85.2341,18.6723,18.7256,23.0706,19.4778,34.1248,14.6176,25.3258,96.5647,9.69751,176.538,160.45,14.7888,17.0169,16.1429,20.6619,11.2357,38.679,36.6285,14.3114,21.9738,16.3183,13.9105,7.21558,16.5381
2001-12-05,21.2705,92.3715,11.1508,10.3008,28.4881,15.5374,15.2736,12.8278,103.699,19.9836,81.6479,26.7303,115.528,6.97,28.4071,13.3224,36.8366,16.7434,48.5772,165.208,13.5316,26.1222,11.1699,15.67,7.96446,87.4576,18.5871,18.6103,23.251,20.0198,34.4832,14.9681,25.8934,99.1084,9.99732,178.842,161.547,14.6507,16.993,16.1996,21.2814,11.1973,39.5891,36.529,14.6965,22.1026,16.7013,14.0173,7.45471,16.6114
2001-12-06,21.2705,92.0043,11.185,10.3108,28.4125,15.6241,15.3742,12.7929,103.866,20.0547,81.4041,26.5917,115.036,7.0,28.2923,13.2886,36.8366,16.6806,48.4287,164.44,13.5628,26.2436,11.2286,15.6129,8.02487,87.3341,18.5194,18.5211,23.3864,19.99,34.4644,15.0849,26.0033,99.1084,10.1242,178.475,161.669,14.6064,16.993,16.327,21.5,11.1845,39.4902,36.3952,14.7586,22.2172,16.7834,14.0974,7.5067,16.587
2001-12-07,21.2705,91.5602,11.128,10.2308,28.1981,15.5916,15.334,12.7754,103.582,19.7941,80.906,26.5499,114.791,6.98,28.1257,13.2548,36.7143,16.6227,47.8981,163.459,13.5939,26.2783,11.214,15.5301,7.99466,86.3459,18.4934,18.3727,23.4165,19.856,34.2192,14.9681,25.9484,98.5431,10.1818,178.58,161.791,14.5206,16.993,16.3837,21.4271,11.1845,39.1736,36.1581,14.6965,22.2601,16.715,14.1108,7.54829,16.5381
2001-12-08,21.2705,91.5602,11.128,10.2308,28.1981,15.5916,15.334,12.7754,103.582,19.7941,80.906,26.5499,114.791,6.98,28.1257,13.2548,36.7143,16.6227,47.8981,163.459,13.5939,26.2783,11.214,15.5301,7.99466,86.3459,18.4934,18.3727,23.4165,19.856,34.2192,14.9681,25.9484,98.5431,10.1818,178.58,161.791,14.5206,16.993,16.3837,21.4271,11.1845,39.1736,36.1581,14.6965,22.2601,16.715,14.1108,7.54829,16.5381
2001-12-09,21.2705,91.5602,11.128,10.2308,28.1981,15.5916,15.334,12.7754,103.582,19.7941,80.906,26.5499,114.791,6.98,28.1257,13.2548,36.7143,16.6227,47.8981,163.459,13.5939,26.2783,11.214,15.5301,7.99466,86.3459,18.4934,18.3727,23.4165,19.856,34.2192,14.9681,25.9484,98.5431,10.1818,178.58,161.791,14.5206,16.993,16.3837,21.4271,11.1845,39.1736,36.1581,14.6965,22.2601,16.715,14.1108,7.54829,16.5381
2001-12-10,21.2705,91.7267,11.0483,10.1807,27.7441,15.3531,15.1428,12.7929,103.15,19.4465,80.9165,26.5806,115.159,6.9,28.0899,13.2717,36.6531,16.6251,46.9219,163.486,13.407,26.0702,11.0378,15.5025,7.86377,84.8326,18.4965,18.375,23.251,19.4836,33.9551,14.6844,25.5821,97.13,10.055,177.114,160.816,14.5232,16.9692,16.3129,21.1721,11.1589,38.5603,36.1278,14.4729,22.0883,16.5098,13.9773,7.39233,16.5626
2001-12-11,21.2705,92.0043,11.0711,10.2007,27.6684,15.3314,15.1529,12.8627,102.868,19.4544,80.9269,26.756,116.388,6.89,28.0739,13.3901,36.5919,16.6926,46.8795,163.91,13.407,26.1569,11.0525,15.5044,7.82349,84.8966,18.5348,18.3776,23.3563,19.4836,34.0117,14.6677,25.5455,97.13,10.0319,176.119,161.608,14.5572,16.9454,16.327,21.1356,11.1461,38.5009,36.0976,14.4977,22.1885,16.4961,14.044,7.38193,16.7336
2001-12-12,21.2705,92.4485,11.0825,10.2308,27.681,15.3097,15.1629,12.9325,102.887,19.5255,80.9374,26.9314,117.494,6.98,28.0776,13.4577,36.5307,16.7601,46.7946,164.599,13.4797,26.0008,11.0672,15.5063,7.82349,85.1525,18.5732,18.3932,23.2209,19.4687,33.9739,14.7177,25.5821,96.7531,10.1587,175.491,160.998,14.6225,16.8739,16.2845,21.0627,11.1461,38.4613,36.1018,14.4605,22.0168,16.4551,13.9506,7.47551,16.8313
2001-12-13,21.2705,92.0599,10.9344,10.1006,27.2523,15.1471,14.9617,12.8278,102.454,19.0674,80.8207,26.7926,116.388,6.89,28.0616,13.3563,36.4695,16.6973,46.0094,163.83,13.3031,25.8447,10.9204,15.4934,7.74294,83.6171,18.5055,18.3694,23.0555,19.2006,33.6155,14.4841,25.2708,95.4342,9.97426,173.276,159.962,14.5627,16.8739,16.2562,20.8441,11.1205,37.9469,36.1057,14.2368,21.8593,16.2499,13.8571,7.32995,16.7336
2001-12-14,22.2412,91.5602,10.9344,10.0406,27.3405,15.2446,15.012,12.8278,102.471,19.1306,80.8311,26.7747,116.388,6.81,28.0727,13.3393,36.4083,16.6394,46.2428,163.247,13.1993,25.9661,10.9791,15.4991,7.71274,83.5531,18.4785,18.3765,23.1608,19.2155,33.5589,14.4007,25.3807,95.9052,9.88201,174.544,161.242,14.508,16.85,16.3129,20.9534,11.0821,38.0854,36.0754,14.3486,21.9309,16.373,13.9105,7.30915,16.6847
2001-12-15,22.2412,91.5602,10.9344,10.0406,27.3405,15.2446,15.012,12.8278,102.471,19.1306,80.8311,26.7747,116.388,6.81,28.0727,13.3393,36.4083,16.6394,46.2428,163.247,13.1993,25.9661,10.9791,15.4991,7.71274,83.5531,18.4785,18.3765,23.1608,19.2155,33.5589,14.4007,25.3807,95.9052,9.88201,174.544,161.242,14.508,16.85,16.3129,20.9534,11.0821,38.0854,36.0754,14.3486,21.9309,16.373,13.9105,7.30915,16.6847
2001-12-16,22.2412,91.5602,10.9344,10.0406,27.3405,15.2446,15.012,12.8278,102.471,19.1306,80.8311,26.7747,116.388,6.81,28.0727,13.3393,36.4083,16.6394,46.2428,163.247,13.1993,25.9661,10.9791,15.4991,7.71274,83.5531,18.4785,18.3765,23.1608,19.2155,33.5589,14.4007,25.3807,95.9052,9.88201,174.544,161.242,14.508,16.85,16.3129,20.9534,11.0821,38.0854,36.0754,14.3486,21.9309,16.373,13.9105,7.30915,16.6847
2001-12-17,22.2412,91.227,10.9002,10.1607,27.618,15.5157,15.2444,12.8278,102.038,19.3359,80.3331,26.6604,116.265,6.7642,27.8592,13.2886,36.4695,16.5115,46.7734,162.744,13.1681,26.1049,11.1846,15.383,7.76308,84.5128,18.4107,18.2216,23.2816,19.3793,33.5966,14.5676,25.5089,96.5647,9.84742,175.316,161.974,14.464,16.8262,16.3695,21.1721,11.0693,38.4416,35.8465,14.4977,22.0454,16.5235,14.0574,7.30915,16.6603
2001-12-18,22.2412,91.8933,10.9458,10.1507,27.8198,15.7,15.426,12.8627,102.206,19.3517,80.4071,26.7393,116.142,6.79431,27.8826,13.3224,36.4695,16.6442,46.9644,163.565,13.1474,26.1569,11.3058,15.4144,7.74294,84.8966,18.4843,18.2503,23.3273,19.4687,33.8419,14.6009,25.8202,97.2242,9.87048,176.694,162.157,14.545,16.85,16.3695,21.4271,11.0693,38.7383,35.8855,14.6841,22.1026,16.7017,14.1108,7.31955,16.6603
2001-12-19,22.2412,92.3375,10.9344,10.0806,27.9837,15.6567,15.3352,12.9156,102.373,19.2174,80.6083,26.7458,116.757,6.82442,27.9851,13.3393,36.4083,16.7117,47.219,164.122,13.1474,26.0355,11.232,15.4163,7.70267,85.4084,18.5401,18.3182,23.2206,19.5729,33.823,14.4841,25.9118,97.3184,9.88201,177.411,161.608,14.6259,16.8262,16.2987,21.3543,11.0693,39.0089,36.0275,14.6592,22.0025,16.688,14.044,7.29876,16.7091
2001-12-20,22.2412,92.393,10.9002,10.0606,27.7567,15.4398,15.083,12.8451,102.54,19.1148,80.6823,26.583,115.651,6.79431,28.0086,13.2717,36.3471,16.7141,46.7946,164.148,13.1474,25.9488,11.0402,15.4921,7.6926,84.3848,18.5255,18.3337,23.0986,19.424,33.4646,14.4341,25.747,96.7531,9.83589,175.977,160.633,14.6131,16.8262,16.31,21.0642,11.0565,38.6622,36.0317,14.4853,21.8962,16.5231,13.9639,7.27703,16.6359
2001-12-21,22.2412,92.5041,10.9344,10.1907,27.8702,15.7109,15.3857,12.8627,102.707,19.1385,80.7564,26.7099,115.774,6.65381,28.0593,13.3055,36.3471,16.6561,46.9856,164.228,13.0954,26.0702,11.2763,15.5125,7.66239,84.8966,18.5155,18.354,23.2053,19.6027,33.7098,14.384,25.8934,97.2242,9.75517,178.348,162.522,14.6213,16.85,16.3814,21.3583,11.0949,38.8253,36.0703,14.6468,21.9876,16.688,14.044,7.22437,16.6603
2001-12-22,22.2412,92.5041,10.9344,10.1907,27.8702,15.7109,15.3857,12.8627,102.707,19.1385,80.7564,26.7099,115.774,6.65381,28.0593,13.3055,36.3471,16.6561,46.9856,164.228,13.0954,26.0702,11.2763,15.5125,7.66239,84.8966,18.5155,18.354,23.2053,19.6027,33.7098,14.384,25.8934,97.2242,9.75517,178.348,162.522,14.6213,16.85,16.3814,21.3583,11.0949,38.8253,36.0703,14.6468,21.9876,16.688,14.044,7.22437,16.6603
2001-12-23,22.2412,92.5041,10.9344,10.1907,27.8702,15.7109,15.3857,12.8627,102.707,19.1385,80.7564,26.7099,115.774,6.65381,28.0593,13.3055,36.3471,16.6561,46.9856,164.228,13.0954,26.0702,11.2763,15.5125,7.66239,84.8966,18.5155,18.354,23.2053,19.6027,33.7098,14.384,25.8934,97.2242,9.75517,178.348,162.522,14.6213,16.85,16.3814,21.3583,11.0949,38.8253,36.0703,14.6468,21.9876,16.688,14.044,7.22437,16.6603
2001-12-24,22.2412,92.3375,10.9458,10.2207,27.8702,15.7976,15.4361,12.8274,102.725,19.0424,80.7669,26.5461,114.791,6.66384,28.047,13.2548,36.3471,16.6585,46.8795,163.883,13.1266,26.1743,11.3206,15.5162,7.61205,84.7047,18.4851,18.3587,23.2816,19.6027,33.691,14.3173,26.0216,97.5068,9.81282,179.065,162.644,14.5955,16.85,16.5243,21.395,11.0949,38.8253,36.0824,14.6965,22.079,16.7292,14.0974,7.2349,16.6359
2001-12-25,22.2412,92.3375,10.9458,10.2207,27.8702,15.7976,15.4361,12.8274,102.744,19.0424,80.7774,26.5516,114.791,6.66384,28.047,13.2548,36.3471,16.6585,46.8795,163.883,13.1266,26.1743,11.3206,15.5162,7.61205,84.7047,18.4851,18.3587,23.2816,19.6027,33.691,14.3173,26.0216,97.5068,9.81282,179.065,162.644,14.5955,16.85,16.5243,21.395,11.0949,38.8253,36.0824,14.6965,22.079,16.7292,14.0974,7.2349,16.6359
2001-12-26,22.2412,92.1709,11.0141,10.2207,27.9862,15.9548,15.5774,12.8274,102.764,19.0665,80.7879,26.6294,115.884,6.61366,28.0508,13.2379,36.3471,16.5958,47.0917,163.645,13.1578,26.3304,11.4239,15.5181,7.58184,85.0885,18.4514,18.361,23.4035,19.6921,33.7664,14.2857,26.2304,98.1663,9.89354,180.553,162.766,14.567,16.85,16.61,21.5053,11.0949,39.0089,36.0904,14.8331,22.1399,16.8528,14.1508,7.2665,16.6359
2001-12-27,22.2412,92.6318,11.0789,10.2508,28.1759,16.0417,15.6883,12.8451,102.933,19.3145,80.7984,26.7439,117.125,6.68391,28.0742,13.3393,36.4083,16.6633,47.4737,164.334,13.2824,26.313,11.483,15.52,7.6926,85.4084,18.489,18.3765,23.4188,19.856,33.8419,14.5868,26.3587,99.1084,9.99732,180.608,163.498,14.6323,16.85,16.61,21.6524,11.1087,39.2739,36.0943,14.8953,22.1246,16.9215,14.1909,7.35074,16.7091
2001-12-28,22.2412,92.4644,11.1021,10.3309,28.2771,16.0308,15.759,12.9332,103.084,19.5305,80.8087,26.8702,117.813,6.74413,28.0854,13.3901,36.3471,16.6704,47.7496,164.148,13.5316,26.4478,11.4977,15.5256,7.73287,86.1122,18.4963,18.3835,23.4798,19.99,34.1248,14.6538,26.5603,99.9562,10.1357,181.986,163.62,14.6093,16.8977,16.6385,21.7259,11.1216,39.3759,36.0982,15.0207,22.2312,17.0588,14.2443,7.43499,16.8076
2001-12-29,22.2412,92.4644,11.1021,10.3309,28.2771,16.0308,15.759,12.9332,103.084,19.5305,80.8087,26.8702,117.813,6.74413,28.0854,13.3901,36.3471,16.6704,47.7496,164.148,13.5316,26.4478,11.4977,15.5256,7.73287,86.1122,18.4963,18.3835,23.4798,19.99,34.1248,14.6538,26.5603,99.9562,10.1357,181.986,163.62,14.6093,16.8977,16.6385,21.7259,11.1216,39.3759,36.0982,15.0207,22.2312,17.0588,14.2443,7.43499,16.8076
2001-12-30,22.2412,92.4644,11.1021,10.3309,28.2771,16.0308,15.759,12.9332,103.084,19.5305,80.8087,26.8702,117.813,6.74413,28.0854,13.3901,36.3471,16.6704,47.7496,164.148,13.5316,26.4478,11.4977,15.5256,7.73287,86.1122,18.4963,18.3835,23.4798,19.99,34.1248,14.6538,26.5603,99.9562,10.1357,181.986,163.62,14.6093,16.8977,16.6385,21.7259,11.1216,39.3759,36.0982,15.0207,22.2312,17.0588,14.2443,7.43499,16.8076
2001-12-31,22.9295,93.134,11.1021,10.3909,27.9609,15.9006,15.6177,12.9684,103.395,19.5545,80.9232,26.8891,117.951,6.7642,28.1287,13.4834,36.6662,16.7447,47.1766,164.97,13.5524,26.3937,11.3796,15.559,7.79329,85.1525,18.5713,18.388,23.4493,19.7815,33.8796,14.7207,26.3587,98.9199,10.2049,180.884,163.01,14.693,16.9096,16.6671,21.5788,11.1216,38.9681,36.153,14.845,22.1855,16.8803,14.2711,7.47712,16.781
2002-01-01,22.9295,93.134,11.1021,10.3909,27.9609,15.9006,15.6177,12.9684,103.414,19.5545,80.9337,26.8948,117.951,6.7642,28.1287,13.4834,36.6662,16.7447,47.1766,164.97,13.5524,26.3937,11.3796,15.559,7.79329,85.1525,18.5713,18.388,23.4493,19.7815,33.8796,14.7207,26.3587,98.9199,10.2049,180.884,163.01,14.693,16.9096,16.6671,21.5788,11.1216,38.9681,36.153,14.845,22.1855,16.8803,14.2711,7.47712,16.781
2002-01-02,22.9295,92.7434,11.16,10.3909,28.1253,15.868,15.5774,13.0741,104.196,19.6345,81.0081,27.1468,119.467,6.74413,28.156,13.6027,36.6662,16.6817,47.1978,164.224,13.7393,26.3756,11.3501,15.559,7.77315,85.4084,18.521,18.3903,23.434,19.9007,33.8985,14.7207,26.3037,98.7315,10.3317,180.388,163.071,14.6486,16.9337,16.6814,21.4686,11.1345,39.07,36.1957,14.7949,22.216,16.8391,14.2168,7.59296,16.9674
