Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,271.600006,281.220001,263.070007,275.649994,253.578842,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,229.909027,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,249.766937,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,257.863373,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,261.379425,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,273.255859,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,255.829987,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,272.307892,1340435600
2019-07-01,296.679993,302.230011,294.329987,297.429993,277.769501,1110102300
2019-08-01,297.600006,300.869995,281.720001,292.450012,273.118622,2034004800
2019-09-01,290.570007,302.630005,289.269989,296.769989,277.153076,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,284.587646,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,294.889221,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,301.972656,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,303.334778,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,279.321045,2110214900
2020-03-01,298.209991,313.839996,218.259995,257.750000,243.012894,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,275.481995,2819312300
2020-05-01,285.309998,306.839996,272.989990,304.320007,288.607422,1910460500
2020-06-01,303.619995,323.410004,296.739990,308.359985,292.438812,2358674500
2020-07-01,309.570007,327.230011,309.070007,326.519989,311.023865,1505145300
2020-08-01,328.320007,351.299988,327.730011,349.309998,332.732300,1045563300
2020-09-01,350.209991,358.750000,319.799988,334.890015,318.996674,1814712700
2020-10-01,337.690002,354.019989,322.600006,326.540009,312.287994,1629016100
2020-11-01,330.200012,364.380005,327.239990,362.059998,346.257721,1535244300
2020-12-01,365.570007,378.459991,362.029999,373.880005,357.561829,1344541500
2021-01-01,375.309998,385.850006,364.820007,370.070007,355.426758,1402265400
2021-02-01,373.720001,394.170013,370.380005,380.359985,365.309631,1307806200
2021-03-01,385.589996,398.119995,371.880005,396.329987,380.647614,2401715800
2021-04-01,398.399994,420.720001,398.179993,417.299988,402.100555,1462106600
2021-05-01,419.429993,422.820007,404.000000,420.040009,404.740784,1547235900
2021-06-01,422.570007,428.779999,414.700012,428.059998,412.468689,1282152400
2021-07-01,428.869995,441.799988,421.970001,438.510010,423.920380,1422104700
2021-08-01,440.339996,453.070007,436.100006,451.559998,436.536194,1254001400
2021-09-01,452.559998,454.049988,428.779999,429.140015,414.862183,1745559600
2021-10-01,430.980011,459.559998,426.359985,459.250000,445.392700,1508665200
2021-11-01,460.299988,473.540009,455.299988,455.559998,441.814026,1335351500
2021-12-01,461.640015,479.000000,448.920013,474.959991,460.628662,1927433900
2022-01-01,476.299988,479.980011,420.760010,449.910004,437.867493,2485167800
2022-02-01,450.679993,458.119995,410.640015,436.630005,424.942963,2297975100
2022-03-01,435.040009,462.070007,415.119995,451.640015,439.551208,2380929500
2022-04-01,453.309998,457.829987,411.209991,412.000000,402.217865,1856757400
2022-05-01,412.070007,429.660004,380.540009,412.929993,403.125793,2418478100
2022-06-01,415.170013,417.440002,362.170013,377.250000,368.292908,1958611900
2022-07-01,376.559998,413.029999,371.040009,411.989990,403.945526,1437748400
2022-08-01,409.149994,431.730011,395.040009,395.179993,387.463745,1443394400
2022-09-01,392.890015,411.730011,357.040009,357.179993,350.205688,1998908600
2022-10-01,361.079987,389.519989,348.109985,386.209991,380.224396,2024732000
2022-11-01,390.140015,407.679993,368.790009,407.679993,401.361664,1745985300
2022-12-01,408.769989,410.489990,374.769989,382.429993,376.502991,1735973600
2023-01-01,384.369995,408.160004,377.829987,406.480011,402.017944,1575450100
2023-02-01,405.209991,418.309998,393.640015,396.260010,391.910126,1603094700
2023-03-01,395.410004,409.700012,380.649994,409.390015,404.895966,2515995800
2023-04-01,408.850006,415.940002,403.779999,415.929993,412.934143,1395683000
2023-05-01,415.470001,422.579987,403.739990,417.850006,414.840332,1780705600
2023-06-01,418.089996,444.299988,416.790009,443.279999,440.087158,1749755000
2023-07-01,442.920013,459.440002,437.059998,457.790009,456.180908,1374632400
2023-08-01,456.269989,457.250000,433.010010,450.350006,448.767059,1754764700
2023-09-01,453.170013,453.670013,422.290009,427.480011,425.977448,1588673200
2023-10-01,426.619995,438.140015,409.209991,418.200012,418.200012,1999149700
