Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,76.070000,80.389999,73.930000,80.349998,66.235863,54798700
2018-12-01,79.860001,84.320000,73.849998,76.459999,63.602139,48614800
2019-01-01,76.320000,77.989998,73.300003,77.650002,64.592033,48760800
2019-02-01,77.470001,82.730003,75.900002,82.449997,68.584846,37889300
2019-03-01,82.449997,85.870003,81.849998,84.809998,71.215302,39904200
2019-04-01,84.669998,86.230003,83.320000,86.160004,72.348900,31447200
2019-05-01,85.779999,88.919998,83.610001,86.300003,72.466446,52154500
2019-06-01,86.309998,90.510002,85.550003,87.680000,74.263962,36617500
2019-07-01,87.580002,89.769997,84.419998,84.959999,71.960159,30221100
2019-08-01,84.779999,89.110001,84.449997,88.900002,75.297302,34243800
2019-09-01,88.900002,94.970001,88.580002,94.470001,80.697807,34105700
2019-10-01,94.169998,94.930000,90.260002,92.220001,78.775826,30890000
2019-11-01,92.239998,92.410004,85.669998,86.889999,74.222832,32416700
2019-12-01,86.500000,91.139999,85.470001,90.470001,77.940079,32883800
2020-01-01,90.550003,95.099998,86.690002,94.000000,80.981194,38183600
2020-02-01,94.160004,94.650002,77.800003,78.820000,67.903603,36651200
2020-03-01,79.589996,94.629997,62.029999,78.000000,67.746758,88614700
2020-04-01,75.709999,90.000000,75.250000,78.800003,68.441582,46427100
2020-05-01,78.349998,78.570000,69.160004,75.059998,65.193214,42261500
2020-06-01,74.970001,78.169998,69.809998,71.930000,63.139595,46602900
2020-07-01,71.930000,77.650002,70.010002,76.830002,67.440796,40376700
2020-08-01,76.550003,76.690002,70.099998,71.339996,62.621716,41847600
2020-09-01,70.879997,78.059998,69.300003,77.800003,69.001656,60715600
2020-10-01,78.050003,83.919998,77.639999,78.489998,69.613617,34275200
2020-11-01,79.389999,82.750000,75.919998,76.250000,67.626930,44855200
2020-12-01,76.660004,77.500000,69.279999,72.269997,64.695404,65379300
2021-01-01,72.269997,73.089996,66.919998,70.779999,63.361565,58011700
2021-02-01,70.779999,72.419998,65.559998,65.650002,58.769257,46525800
2021-03-01,66.129997,76.050003,66.059998,74.800003,67.698601,71101200
2021-04-01,74.510002,79.800003,73.820000,77.410004,70.060791,38764300
2021-05-01,77.500000,80.430000,76.089996,77.239998,69.906921,40772400
2021-06-01,77.459999,78.489998,71.550003,71.720001,65.556328,45993500
2021-07-01,71.870003,75.699997,71.169998,73.769997,67.430138,41770500
2021-08-01,73.970001,78.760002,73.930000,75.449997,68.965744,39577000
2021-09-01,75.510002,77.190002,71.860001,72.589996,67.015274,48980100
2021-10-01,73.290001,76.790001,71.519997,75.400002,69.609474,70588700
2021-11-01,75.400002,80.500000,75.129997,77.639999,71.677452,45998000
2021-12-01,78.000000,85.599998,77.500000,85.320000,79.550323,47987500
2022-01-01,85.349998,86.550003,80.110001,86.449997,80.603920,62566500
2022-02-01,86.769997,87.669998,80.110001,85.769997,79.969894,39218700
2022-03-01,86.239998,95.739998,84.309998,94.680000,89.125465,37806300
2022-04-01,94.360001,99.220001,92.620003,92.739998,87.299271,35327800
2022-05-01,93.610001,101.120003,90.949997,99.260002,93.436760,41188000
2022-06-01,99.330002,99.400002,86.089996,95.099998,90.271172,38246500
2022-07-01,95.559998,99.760002,89.790001,99.269997,94.229439,33307400
2022-08-01,99.029999,101.570000,95.419998,97.739998,92.777122,31881000
2022-09-01,97.779999,102.209999,85.449997,85.760002,82.051773,32587000
2022-10-01,87.260002,89.419998,78.099998,87.959999,84.156631,40347600
2022-11-01,88.019997,98.529999,86.949997,98.040001,93.800781,39510800
2022-12-01,98.599998,99.970001,93.769997,95.309998,92.002457,33102500
2023-01-01,95.459999,99.059998,91.400002,95.309998,92.002457,33188600
2023-02-01,94.900002,96.160004,89.320000,89.349998,86.249283,35107500
2023-03-01,89.019997,97.330002,87.029999,95.669998,93.163132,48241900
2023-04-01,95.239998,100.919998,94.410004,98.470001,95.889763,29146600
2023-05-01,98.430000,100.440002,92.220001,93.300003,90.855240,45306900
2023-06-01,93.709999,94.250000,89.320000,90.400002,88.761292,40168400
2023-07-01,90.199997,98.849998,89.839996,94.860001,93.140442,34448800
2023-08-01,94.889999,95.339996,87.360001,88.959999,87.347397,39597600
2023-09-01,89.449997,93.080002,84.860001,85.529999,84.746033,35289700
2023-10-01,85.019997,90.099998,80.459999,87.790001,86.985321,54819200
