"date","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","mkt_rf","smb","hml","rmw","cma","rf"
"199107","0.114455904693372","0.0735279746609871","0.0845608410689955","0.103211186385801","0.010753020902635","0.119777093092716","0.0271854211071614","0.0754753175401233","-0.0582831535615653","0.0215055091797787",0.0424,-0.0096,-0.0132,0.016,-0.0136,0.0049
"199108","0.148533438557473","0.232875685400959","-0.0165628612413166","0.0935552391595378","0.0531919403153789","0.0248751562740066","0.0185190216468447","0.111457379331636","-0.0708953852950407","-0.00782156137200829",0.0232,0.014,-0.0078,0.0084,-0.0034,0.0046
"199109","-0.0660364590382393","0.188888213271254","-0.0400001106167158","-0.0153830318771776","-0.146464036635295","0.0485435637220359","0.0159089317688483","0.0116005297225301","-0.0361445783132531","0.0214590737977765",-0.0159,0.0156,-0.0108,-0.0182,8e-04,0.0046
"199110","0.0404024077583325","0.177567840077156","0.0432803794153791","0.0329461541181661","-0.0384629994695029","0.185184728232826","0.094269297901852","0.0458713538417965","-0.0826098347042075","0.0252097581348867",0.0129,0.0091,-0.0047,-0.017,-0.0023,0.0042
"199111","-0.012192704734048","-0.142859358809697","-0.117894773754197","0.0449233777030578","0.00923071474012738","-0.0605467183245125","-0.039500899820036","0.05755842032244","-0.11520719945989","-0.0283708658026294",-0.0419,-0.0083,-0.0189,0.0111,1e-04,0.0039
"199112","0.110836636965612","0.0740782296797919","0.0930787836027838","0.15675677873162","0.195122609661644","0.239085842116001","0.119048035414502","0.118257345560704","0.171874828725621","0.0383797564075448",0.1084,-0.024,-0.0417,0.0355,-0.0312,0.0038
"199201","0.148559418641267","0.275859628785939","0.193895860710816","-0.0342676294021177","0.221938484509314","0.117449606176192","-0.0521613871454196","-0.0853433668402647","0.0980638536473322","-0.043121003321271",-0.0059,0.0918,0.0471,-0.0132,0.032,0.0034
"199202","0.0444210660545779","0.081081509380142","0.1263730695655","0.05483824011063","0.0605430406282235","-0.0390387930588076","0","0.0385399026343758","0.204917924172025","-0.00814489150882447",0.0109,0.0133,0.0647,8e-04,0.0219,0.0028
"199203","-0.137037285748879","-0.325001588007368","-0.0138209992775833","0.00356258407992693","-0.129921301017073","-0.00937531535997815","-0.0476192438931758","0.0121930124800802","0.0442179582702127","-0.0415751050023153",-0.0266,-0.0093,0.0356,-1e-04,0.0195,0.0034
"199204","0.0321874749456468","0.0277825031036343","-0.0374704837698117","0.0152903102388235","-0.0316746749844993","-0.0343287936781098","0.103246935112614","-0.0366790321642317","0.193447898690603","0.0958901150642542",0.0107,-0.057,0.0434,0.0169,0.0223,0.0032
"199205","-0.00623446523868698","0.0720687408659517","0.0428816354961714","0.0602405487125384","-0.0654205220773444","0.160131219335085","-0.0340674995012407","0.133033562293864","-0.0220382775059299","0.0228203541088807",0.003,0.0021,0.0119,-0.0095,0.0048,0.0028
"199206","-0.195037229970644","0.0252110501593144","-0.0493422220176275","-0.0879818155347557","0.139999911452707","-0.0647890780632091","0.0124480966700065","-0.0477879817045546","0.0338023620951025","0.0206184036012196",-0.0234,-0.0273,0.0324,-5e-04,0.0101,0.0032
"199207","-0.0260396735188115","0.221313340061838","-0.00202370153078135","0.0468753282780741","0.048246627532385","0.10843392259905","0.0967770772102117","0.120818092189632","0.00642445814189174","0.0262625737710314",0.0377,-0.0062,-0.0056,0.013,-0.0091,0.0031
"199208","-0.0134001876612715","-0.060402226781189","-0.041666652495724","0.0268649856407892","-0.029289121474552","-0.073369360408002","0.00948756986757426","0.0628157815111394","-0.109288940457289","0.0233454332841256",-0.0238,-0.0042,-0.011,0.0372,-0.0165,0.0026
"199209","-0.019021012274497","0.14285474963284","0.050724501382946","-0.0551066182895089","0.133620475788815","0.178885142664664","0.0300755070680807","0.0374714228156752","-0.0306749810304813","-0.00583619625941778",0.0119,0.0048,-0.0026,0.0164,-0.0059,0.0026
"199210","0.163435028933257","0.112501771238988","0.0878292372025513","0.00308614749874825","0.0281474261530923","0.0373135957389747","-0.0114709380293","0.0451458110849969","-0.0665564107761381","-0.0410960222275718",0.0102,0.0207,-0.0198,0.0124,-0.0079,0.0023
"199211","0.0975665013085427","0","0.0714283200817369","-0.0181653698189264","0.0592595867236128","0.0455632148316722","0.0393256742215808","0.0545208900818432","0.150684568236218","-0.0167475696239501",0.0413,0.0394,-0.0135,-0.0068,-0.0159,0.0023
"199212","0.0391309711921268","0.275279060625825","0.0192592260588351","0.0534593791366371","0.216782995193575","0.0435783946390931","0.0666661124117085","0.106556594134185","0.0208343144612746","0.0273109099524951",0.0153,0.0168,0.0262,-0.0048,0.0084,0.0028
"199301","-0.00418288715109305","0.145374707259953","0.062338936944027","0.0119406409829426","0.228100841787947","0.13406593709361","-0.0569385701284441","-0.0351852026475655","0.0848415168135124","0",0.0093,0.0193,0.0594,-0.0184,0.0291,0.0023
"199302","-0.107301962888319","0.00769309410622099","-0.0273975217925709","0","0.0913356358863124","-0.313953813243799","0.0816693535370427","-0.0230329975284896","-0.00542029122755483","0.0530304509594952",0.0012,-0.0345,0.0642,-0.0042,0.0413,0.0022
"199303","-0.0283014506451879","0.122136368180062","0.00281698408796549","0.00982291595243634","-0.012876142597711","0.164016615642856","0.0486578516007217","-0.00542893579376125","0.133515398683392","0.0392932402373216",0.023,9e-04,0.0118,-0.0015,0.009,0.0025
"199304","-0.00485561355977016","-0.0306120549591687","-0.0829735102923658","-0.0762463365544302","-0.171933436201051","0.0485442283661177","0.00165740741534437","-0.109354312168182","0.0609104355709837","-0.00189064881652112",-0.0305,-0.0085,0.0249,-0.0361,0.0138,0.0024
"199305","0.107188011304477","0.171930248059932","0.0797541190446032","0.0539685583020564","0.16557205207768","0.106481303499786","-0.00647274809170095","0.094674283768311","-0.0502287491959169","0.0034757868621027",0.0289,0.019,-0.0342,-0.0012,-0.0104,0.0022
"199306","-0.302428012465125","0.179640284065108","-0.073863222781842","0.0404991559524457","-0.00789250632216265","0.0753140927938116","0.00977216092668853","-0.0533948429971914","0.00480843646829099","0.0095425731084986",0.0031,0.0013,0.0275,-0.0092,0.0121,0.0025
"199307","-0.297467483784881","0.0228424935462812","-0.0783522624698409","0.00581326413553973","-0.0490809572824753","-0.0175097893021506","0.0585376901396917","0.00857115358625937","0.0172833914986354","-0.00756103171057809",-0.0034,0.0095,0.0285,-0.0187,0.0206,0.0024
"199308","-0.0408456978377822","0.0223323666062059","0.046666437961606","0.00289077126903736","0.229665490544271","-0.0613865999995656","0.123456839867534","-0.0304627904950827","-0.0331758712341498","0.00739170565561476",0.0371,0.001,0.0013,-0.0154,-4e-04,0.0025
"199309","-0.117925659778398","0.191747770860176","-0.0382169576253233","-0.0220815400758194","0.101167215071661","0.158228272787101","-0.0549454333003734","-0.0994151074103541","0.083333445271323","0.00191189432359828",-0.0012,0.0298,-0.0031,0.0024,-0.0016,0.0026
"199310","0.315516313624292","-0.0346231773870607","0.140947006394734","0.0266270575492711","-0.105302547113461","0.0182151306645812","0.0409462785735917","0.0292212570784036","0.127521673327975","-0.00190824595898131",0.0141,0.0189,-0.0276,0.0057,0.006,0.0022
"199311","0.0280697741926972","0.0675100300592526","-0.0726741926338162","-0.0277892227250541","-0.0276677657233582","0.0357782700774363","-0.0395478125058103","0.0480712469191324","-0.018181894160649","-0.029338420158169",-0.0189,-0.0127,-0.0074,0.0223,-0.0094,0.0025
"199312","-0.0714285714285715","-0.0909083886198808","0.0689654892118035","0.0625005633022262","0.00813014316374661","0.0483589848915718","-0.0235293358477046","-0.0481929752408926","0.0617282097681189","0.00597603556623993",0.0165,0.014,0.0032,0.0116,-0.0034,0.0023
"199401","0.119655560060448","0.117391378240808","0.110100054493261","-0.0840334238632147","0.0532273625538833","0.126853384069008","0.0213199848083689","-0.0126582841866212","0.0449520013351306","0.0534651295828386",0.0287,-6e-04,0.0115,-0.0166,0.0143,0.0025
"199402","0.118509252362984","0.0272370877647945","0.01587300907741","0.0428134815679748","0.0536404120387624","-0.0336259051339868","-0.065671632701687","0.0673082774553446","-0.0727612158784783","-0.0138388098033582",-0.0255,0.0267,-0.0154,0.0214,-0.01,0.0021
"199403","-0.0890408691077518","-0.0265148991301128","-0.124999947320781","-0.0423664922653092","-0.0181824001280282","0.0354660378069582","0.0319491733251209","-0.0203046006867453","-0.0543256718196357","-0.0308282708345893",-0.0478,-0.0104,0.016,0.0069,0.0128,0.0027
"199404","-0.0977440876195399","-0.0700384429648614","0.0137259278260793","0.0276922439460396","-0.095547114022634","-0.0292396964710143","0.0413524069537288","0.0306748102594612","0.00140323439310452","0",0.0068,-0.0101,0.0166,0.0107,0.0111,0.0027
"199405","-0.0211491721609754","0.146442009127939","0.0205882501065926","-0.0359284472227133","0.0245903301192909","0.159637950492673","-0.00903616284729536","0.074405112023765","-0.0107068010939733","-0.0165487451714652",0.0058,-0.0256,0.0067,0.006,0.0068,0.0031
"199406","-0.0940197907521217","0.0948909847537009","-0.0403457566608872","0.0140391545360492","-0.0639999824107014","-0.0623372978996407","0.0577510052143761","-0.0656611682187656","0.0216451222644343","-0.0715747069620559",-0.0303,-0.005,0.0167,0.0121,0.0147,0.0031
"199407","0.271230069601821","0.0200000912085987","0.0198175871153132","0.0923079309983874","0.0138727134264509","0.00830960111659262","-0.0227341852173186","-0.0296731727032575","0.088251112506484","0.0484579309659714",0.0282,-0.0185,0.0058,-0.0065,0.0014,0.0028
"199408","0.0779346078256209","0.116013111554238","-0.0265486212100137","0.0366194873624168","0.109704572919833","0.14835178661569","-0.0148807001637539","0.107033249019917","-0.0823529608524172","0.0121714344369084",0.0401,0.0137,-0.0251,0.0095,-0.0147,0.0037
"199409","-0.0690880829778928","0.00732053360743601","-0.0606058858764006","0.061553260246678","-0.0646383133132818","0.0143544532199191","0.0271903153026243","-0.0709809135932525","-0.0512823900889858","-0.033613222768718",-0.0231,0.028,-0.0189,0.0052,0.0093,0.0037
"199410","0.282004613491495","0.0697677589729488","0.0213442983765708","0.0359889263333868","0.011192160889266","-0.00471741399522252","-0.00216940127523635","0.0833335652938778","0.0725972646924209","0.0934783665250274",0.0134,-0.023,-0.0162,0.0023,-0.0068,0.0038
"199411","-0.134887812104565","-0.103261308304795","0.101265767341402","0.0187276396190663","0.0160962703537693","-0.0971561730220458","-0.0119400556283886","0.0164829164842653","-0.0805083597903499","-0.0279068415477974",-0.0404,7e-04,-0.007,0.0042,-0.005,0.0037
"199412","0.0469809671607713","0.0696970037970028","0.0574711548627052","0.00733479867271081","0.01188139804769","-0.052493128211535","-0.0241686867206873","-0.00454440969674186","0.0276500983425183","0.00621116538416389",0.0086,0,-0.0013,0.0037,0.0038,0.0044
"199501","0.035253548866339","-0.033994494262827","0.107784567315039","0.0194178114454882","0.0870250548857907","0.0747922653937003","0.0694955656778027","0.0163050568244039","-0.0851087573315389","0.0288062543661742",0.018,-0.0306,0.0257,0.0017,-0.0075,0.0042
"199502","-0.0189783424396024","0.10410564916508","0.0491399767786427","0.0476190260823945","0.14955036376176","-0.113402563169232","-0.023460727414767","-0.039282430484243","0.0346535550892908","0.0343631078466433",0.0363,-0.0054,0.0108,0.0059,-0.0033,0.004
"199503","-0.107597952048958","-0.00398369353903461","0.00234213910203529","0.029079257576222","0.0642631925459523","0.0878912104010379","0.00900876964708486","-0.0139284096971248","0.0287082058272432","0.0430536298334641",0.0219,-0.0051,-0.0215,-0.0017,0.0022,0.0046
"199504","0.0851103825794033","-0.0239998457271905","0.0367625687697013","0.0310422755721422","0.206935696913009","-0.22192518794641","0.0645464753596026","-0.056497140683137","0.0208093568503598","0.0431511859627969",0.0211,-0.0022,0.0171,0.0041,0.009,0.0044
"199505","0.0896120184878491","0.139344056570675","0.00225764875014955","0.0602146521312021","0.0964595044231784","0.0240546243340267","0.0198303153353556","-0.00299297051143965","0.0783412049467818","0.0379232360958681",0.029,-0.0219,0.0229,0.0039,4e-04,0.0054
"199506","0.11729615944748","0.11151023331307","0","0.0382737354341951","0.128062138287259","0.110738818893751","0.0583324999343802","-0.0198227880841424","0.017094107775812","-0.0105077622210925",0.0272,0.0306,-0.0254,-0.0033,-0.0244,0.0047
"199507","-0.0309556199377302","0.0841426008840027","0.0580376455677636","0.0294114313172258","0.0272509360088122","0.0876131216639064","0.0225267083787237","0.0797548151039074","-0.0147687650984425","0.0265490306212308",0.0372,0.0209,-0.0162,0.003,-0.0165,0.0045
"199508","-0.0418359045747834","-0.0417906604709631","-0.0405120748110233","-0.0209517353176752","-0.0557691048481994","-0.0611110386675013","0.0519479841637538","-0.0909093166916159","0.0603450747875267","-0.0415828479382074",0.0055,0.0175,0.0279,-0.0124,0.0162,0.0047
"199509","-0.133724850728884","-0.043613694519854","0.0200000028471072","0.077598301214187","-0.0203666346543844","0.156804567311198","0.0864198647864567","-0.00192567404510846","0.0121953325144033","0.050909576185153",0.0335,-0.0188,-4e-04,0.0103,0.0036,0.0043
"199510","-0.0251641757246377","0.136807351691624","0.00597773883164621","0.0416663688690417","0.162846616673472","0.0869564608391273","0.0261088125536786","-0.065831723227783","-0.0653088789321351","0.0570936191974349",-0.0152,-0.0404,-0.005,0.0191,-5e-04,0.0047
"199511","0.0531846162780569","0.0401149908063356","0.0433843012464346","0.0569981141338891","-0.128800856866362","0.183529986564964","-0.0313202795079028","0.191275968820226","-0.0173920691478661","0.0231069591618214",0.0396,-0.0107,0.0051,-0.0062,0.0112,0.0042
"199512","-0.163937759550601","-0.0661159931972251","-0.0193035553942824","-0.0198021832095803","-0.0677616099850274","0.0397613132840142","0.0577368822197117","0.0772807748394293","0.0221245482885144","0.0484651099214897",0.0103,0.0072,0.0022,-0.0137,0.031,0.0049
"199601","-0.133328661643226","0.126844158958969","0.0912951891703064","0.0151523831678591","-0.0259920578015821","-0.0401532528532953","-0.00168669828491319","-0.0366495334329424","0.0340174984915849","-0.0107856031364489",0.0226,-0.0256,0.0038,0.0018,0.0231,0.0043
"199602","-0.00452792138919667","0.0890047623563055","0.0194548004304944","0.0713093426488387","0.0647813050090291","0.0378488673019619","-0.0309053428213533","-0.0597824712999643","0.0593221810297919","-0.000144331713952894",0.0133,0.0177,-0.0108,0.0024,-0.019,0.0039
"199603","-0.106818475004658","-0.0937497357236754","-0.0248091000681617","0.0279311924654648","-0.0329439476034975","-0.0556622270116754","-0.0410018868442793","0.105182643498404","0.100000319790601","0.0251573653721497",0.0073,0.0161,0.0035,0.0142,-0.0095,0.0039
"199604","-0.00763338361630872","0.0742705386940063","-0.0276727177454524","-0.0151061572073549","0.191897533152113","-0.0486566014944619","-0.0364794680435608","-0.00785393454735228","0.0539184966648212","0.0429444222613484",0.0206,0.0471,-0.0402,-0.0014,-0.0211,0.0046
"199605","0.0717947335794948","-0.0185183993617007","-0.0201613089797122","0.12883470198721","0.114391336597183","-0.0619659791215765","-0.0149637646569204","0.0791558604572893","0.0174220551211661","0.00656771039068627",0.0236,0.0321,-0.0083,0.0012,-0.003,0.0042
"199606","-0.196173692628021","0.190566099583702","0.0349790437138848","0.0680582858222525","-0.0273176886443844","-0.0797268438857424","-0.00253121801700262","0.0573889043374822","-0.113014481471609","0.0250742674620315",-0.0114,-0.0365,0.0235,0.0351,0.0122,0.004
"199607","0.0476261981630253","-0.00792442856120223","-0.113612340965599","-0.043367840641549","0.0236810074295399","-0.331683103132449","0.00405184782646639","-0.0671300869735735","0.0120350546255115","-0.0532384652076421",-0.0597,-0.0381,0.0514,0.0295,0.026,0.0045
"199608","0.102269469660774","-0.0990412063682014","0.0247193191324109","0.0666667052955574","0.0623959108191696","0.144444196558565","-0.0460358952903367","0.0545907261289484","0.0347493211836019","0.000447921216520486",0.0277,0.0257,-0.0074,-0.0037,-0.0242,0.0041
"199609","-0.0850490886630113","0.207446390699866","0.109648626788988","0.0199344210797436","0.19577151210976","0.077669942239702","0.0321714449724144","0.0717574187136163","-0.0671643492821998","0.0214720418463332",0.0501,-0.0139,-0.0272,0.0127,-0.0222,0.0044
"199610","0.0366146138677186","-0.00587316893970702","0.0433057539057302","-0.00737143509742921","0.151828614041767","-0.0930924320670975","0.0221456569824292","-0.0351650498966731","0.0124737575476082","0.0645647833504432",0.0086,-0.0377,0.0494,0.014,0.0325,0.0042
"199611","0.0489174521565265","0.158049936897557","0.12144252752552","0.0148459146715183","0.154721021169692","0.142383551005617","0.0822628753631967","-0.0501140308513062","0.0480002735091338","0.0744576286714811",0.0625,-0.038,0.0139,0.0212,-0.0079,0.0041
"199612","-0.134718129979903","-0.147959340825172","-0.0558378073150972","0.029339878231065","0.0320199979009343","0.0434782707282817","-0.0142521871042444","-0.0372765243918118","-0.0152676272005837","0.0384105095599698",-0.017,0.0325,0.0131,0.0037,0.0149,0.0046
"199701","-0.203591457542627","-0.0688623657748492","0.0464743113625701","0.099762515973213","0.239551003830099","0.0833331341393375","0.0720060186035942","-0.0124693640189788","0.00783817402999842","0.0573984333143172",0.0499,-0.0182,-0.0142,0.0119,-2e-04,0.0045
"199702","-0.0225636405307791","0.0096462429760571","0.018867661825861","0.0539955058344821","-0.125577970749689","0.025641236514536","0.0454548887075394","0.103535796923069","0.0233463157863461","-0.0250825414314736",-0.0049,-0.0259,0.0567,0.0067,0.0347,0.0039
"199703","0.123079659756137","-0.0175158169630879","-0.0185182654556423","-0.0839973400273657","-0.0193833009060633","-0.0475000092896835","-0.0772260082672328","-0.0195553318120245","-0.0456273998864334","0.074812431272494",-0.0503,-0.0043,0.0339,0.005,0.0166,0.0043
"199704","-0.0684891071145732","0.0307948192778549","0.123791813130247","0.141255609099948","0.101005399376097","0.0216408689199605","0.0571427602279855","0.084112008096515","0.120877559973006","0.051044257172026",0.0404,-0.057,7e-04,0.0326,-0.0072,0.0043
"199705","-0.0220581984001236","0.172955613204725","0.00152908810015684","0.0766213372969435","-0.0106124678243791","0.161953646909392","0.0540542141539297","0.0883614575922538","0.079136883480627","0.0538069083088595",0.0674,0.0475,-0.0413,-0.0102,-0.0296,0.0049
"199706","-0.142858271885941","0.0804286628517346","-0.0198470231108303","-0.00526260995689387","-0.0639433759911691","-0.0796460330056477","0.0576917087750526","0.0943244650284134","0.0133330776152571","0.0337552983814033",0.041,0.0119,0.0158,0.0056,0.0066,0.0037
"199707","0.228066940205615","0.080645088282556","0.00871490833099076","0.0165439765003013","0.295283827008921","0.0961538244694027","-0.0342037604986251","0.0828809641389558","0.0866888323989534","0.0489789876459346",0.0733,-0.0277,0.0026,7e-04,-0.0257,0.0043
"199708","0.242856070275546","0.0505167340945172","-0.0494973506481117","-0.17088583762116","0.00340336588224432","-0.146929734326352","-0.0813092591565296","-0.0526974104144893","0.0519882063407835","-0.041325427374905",-0.0415,0.0761,0.0118,-0.0111,-4e-04,0.0041
"199709","-0.00287550744248966","-0.044262397487038","0.0496338948897281","0.066932142411263","0.00203552240698368","0.0282775156158304","0.129884906612318","0.105735449135235","0.0494179154769332","0.0469867181916404",0.0535,0.0249,0.0037,-0.0163,-0.0091,0.0044
"199710","-0.214691627287047","-0.0180099820150496","0.023267932423823","-0.071721304904234","-0.165582108376002","-0.0737499904718552","0.0451802266751644","0.0695443771194368","-0.0227344643581071","-0.0409754023692332",-0.038,-0.0052,0.0227,0.01,0.0194,0.0042
"199711","0.0421993010499679","-0.0689957934427232","0.152503767873071","0.10616759379207","0.00811717079598573","0.124156667373554","0.141453663337509","0.00560548473688693","-0.0157364465099096","-0.000430529513387956",0.0298,-0.051,0.0119,0.028,0.0183,0.0039
"199712","-0.260561242995566","-0.330206036526682","0.0427912831357502","0.0669999149458196","-0.0950082849914183","-0.0456186177539298","0.00860614126747739","0.0510652325631666","0.129360161067502","0.00307358524679091",0.0132,-0.0204,0.0384,0.0075,0.0193,0.0048
"199801","0.395232899202146","0.0420161960368666","0.08099514451626","-0.0290535506978021","0.153461900619757","0.0314469119718546","0.0701881405770595","0.0276009033186129","0.0591118421170105","-0.030642723054403",0.0015,-0.0136,-0.0163,0.0086,-0.0073,0.0043
"199802","0.290104323618465","0.0591397280336552","0.047368132066558","0.0598461900464877","0.107252636610853","0.184146617719855","-0.0273307267975126","0.0557855479795628","0.109068652794999","0.0819776439383579",0.0704,0.002,-0.0085,-0.0031,-0.0254,0.0039
"199803","0.164020310666437","0.281726500867037","-0.0463427121024532","0.130749555983153","-0.129616314092041","0.0674270675088702","0.146694554015459","0.0595287447498409","0.145856344296813","0.0607842155407647",0.0476,-0.0065,0.0139,-0.0026,-0.0037,0.0039
"199804","-0.00454373886162862","-0.180198197375854","0.16856531022074","-0.0201767299194443","0.0356197009525125","0.0849422759890806","-0.0376060575356413","0.0304984047212216","0.0744374991819103","0.080406870968623",0.0073,-1e-04,0.0094,-0.0169,-0.0036,0.0043
"199805","-0.027401270950525","-0.0869565217391305","-0.0908176876302792","0.0329485381661179","-0.116008727060027","-0.0889678146701655","-0.0618408122424936","0.127354315515672","0.132333592350648","-0.0296367739365843",-0.0307,-0.0293,0.034,0.0107,0.0259,0.004
"199806","0.0774678122177863","0.0396822843465017","-0.0722955532321876","0.0929265116663471","0.0376195855036232","-0.0048827801566087","0.0289397625979355","0.0580677992908663","0.137349292664537","0.0124109043874441",0.0318,-0.0365,-0.0197,-0.0027,-0.0297,0.0041
"199807","0.20697362334373","0.0788810977775145","-0.0153005231709202","-0.0584791272314285","0.139123301247625","-0.112855909949873","0.0313954929790987","0.00827736986555205","-0.0270087418595742","-0.0157615535339739",-0.0246,-0.0527,-0.0178,0.0174,0.0045,0.004
"199808","-0.099280149662084","-0.247642003572403","-0.203266807320839","-0.190994075972182","-0.15661234728342","-0.360619488533487","-0.0702294816804586","-0.0895523550862352","-0.217105069112376","-0.0628234483951128",-0.1608,-0.0518,0.0353,0.0339,0.0589,0.0043
"199809","0.222447380394668","0.460815107344506","-0.0751704383100177","-0.112977151517174","0.204565630314443","-0.0311416140230956","0.165845588241639","0.0368810986139223","0.0532215235485816","0.0792744117417514",0.0615,-0.0077,-0.0342,-0.0189,-0.0297,0.0046
"199810","-0.0262299036754949","0.0150216144327195","0.0637559572880888","0.172450889653295","0.0400874465521079","0.228570958112577","0.0504820542184612","0.102848072845264","0.164812872123867","0.0141593387388492",0.0713,-0.0343,-0.0223,0.0093,0.0032,0.0032
"199811","-0.139732582090503","0.15856209297565","0.194895365363551","0.0391288974562816","0.207261193120551","0.049419064920208","0.0350873929545343","0.142037924869848","0.0149766282143386","0.0529946707960385",0.061,0.0074,-0.0325,-0.0085,-0.012,0.0031
"199812","0.281801276987888","0.259124190181426","-0.0679613459175741","-0.0437108566213161","0.101626302194177","-0.0457064521407995","0.11864463544871","0.230641729437653","0.0658346059055708","-0.0250007223224177",0.0616,-0.0157,-0.0419,-0.0075,-0.034,0.0038
"199901","0.00610777674358887","0.284058053239473","0.100000544333219","-0.0251863587201097","0.188719741842954","0.0391870118976247","0.0129050694349109","-0.0112363989011264","0.0547073722977587","-0.0393158788567226",0.035,-0.0074,-0.046,-0.0279,-0.0677,0.0035
"199902","-0.154778880477744","0.00902941943890623","0.066287560210647","-0.0220097053277039","-0.148623144268405","0.101955041425068","-0.0208329027814691","-0.0134295902920948","-0.0345877634736087","-0.0470407646888094",-0.0408,-0.0523,0.0192,-0.0121,0.0407,0.0035
